KEY_benef_loc;match_score;KEY_inegi_localidad
petatlan-colonia juarez (venado);100;petatlan-colonia juarez (venado)
tetipac-sualtepec;100;tetipac-sualtepec
tetipac-pregones;100;tetipac-pregones
acapulco de juarez-las plazuelas;100;acapulco de juarez-las plazuelas
general heliodoro castillo-tecolhuistle;100;general heliodoro castillo-tecolhuistle
juan r. escudero-las pinas;100;juan r. escudero-las pinas
san marcos-teguajito (cerro enjenjible);100;san marcos-teguajito (cerro enjenjible)
chilpancingo de los bravo-la cienega;100;chilpancingo de los bravo-la cienega
cuajinicuilapa-montecillos;100;cuajinicuilapa-montecillos
cuajinicuilapa-rancho de santiago (rancho santiago);100;cuajinicuilapa-rancho de santiago (rancho santiago)
san marcos-las minas;100;san marcos-las minas
coahuayutla de jose maria izazaga-el maguey;100;coahuayutla de jose maria izazaga-el maguey
san miguel totolapan-pericotepec;100;san miguel totolapan-pericotepec
arcelia-ojo de agua;100;arcelia-ojo de agua
teloloapan-la concordia;100;teloloapan-la concordia
alcozauca de guerrero-petlacalancingo;100;alcozauca de guerrero-petlacalancingo
taxco de alarcon-el fraile;100;taxco de alarcon-el fraile
san miguel totolapan-pandoloma;100;san miguel totolapan-pandoloma
cutzamala de pinzon-fundicion uno;100;cutzamala de pinzon-fundicion uno
coahuayutla de jose maria izazaga-la pedregosa;100;coahuayutla de jose maria izazaga-la pedregosa
san luis acatlan-cerro zapote;100;san luis acatlan-cerro zapote
apaxtla-san marcos;100;apaxtla-san marcos
tlapa de comonfort-plan de zacatepec;100;tlapa de comonfort-plan de zacatepec
iguala de la independencia-platanillo;100;iguala de la independencia-platanillo
san miguel totolapan-santa fe;100;san miguel totolapan-santa fe
zirandaro-corongoros;100;zirandaro-corongoros
taxco de alarcon-cacalotenango;100;taxco de alarcon-cacalotenango
san marcos-vista hermosa;100;san marcos-vista hermosa
buenavista de cuellar-los amates;100;buenavista de cuellar-los amates
zirandaro-el coco;100;zirandaro-el coco
petatlan-la molonga;100;petatlan-la molonga
cutzamala de pinzon-la florida;100;cutzamala de pinzon-la florida
coyuca de catalan-el limon;100;coyuca de catalan-el limon
coyuca de catalan-el embarcadero (el barco);100;coyuca de catalan-el embarcadero (el barco)
tecoanapa-parotilla;100;tecoanapa-parotilla
leonardo bravo-polixtepec;100;leonardo bravo-polixtepec
huitzuco de los figueroa-tecolotla;100;huitzuco de los figueroa-tecolotla
zirandaro-salsipuedes;100;zirandaro-salsipuedes
zirandaro-la estancia (estancia de la virgen);100;zirandaro-la estancia (estancia de la virgen)
cutzamala de pinzon-el coyol;100;cutzamala de pinzon-el coyol
san luis acatlan-llano silleta;100;san luis acatlan-llano silleta
coyuca de catalan-pantoja;100;coyuca de catalan-pantoja
atoyac de alvarez-cana de agua;100;atoyac de alvarez-cana de agua
coyuca de catalan-el potrero;100;coyuca de catalan-el potrero
zirandaro-el naranjo;100;zirandaro-el naranjo
coyuca de catalan-anonas;100;coyuca de catalan-anonas
zirandaro-la huerta de san antonio;100;zirandaro-la huerta de san antonio
coyuca de catalan-tario;100;coyuca de catalan-tario
atoyac de alvarez-las salinas (loma de salinas);100;atoyac de alvarez-las salinas (loma de salinas)
san miguel totolapan-santa maria de las flores (el machero);100;san miguel totolapan-santa maria de las flores (el machero)
teloloapan-tonalapa del rio cuauhtemoc (barrio de santa maria);100;teloloapan-tonalapa del rio cuauhtemoc (barrio de santa maria)
general heliodoro castillo-los capulines (los frios antiguos);100;general heliodoro castillo-los capulines (los frios antiguos)
ajuchitlan del progreso-el carrizal;100;ajuchitlan del progreso-el carrizal
petatlan-el guayabo;100;petatlan-el guayabo
coyuca de catalan-dos arroyos (los arroyos);100;coyuca de catalan-dos arroyos (los arroyos)
tlalchapa-cacanicua (cacanicua de abajo);100;tlalchapa-cacanicua (cacanicua de abajo)
taxco de alarcon-la cascada;100;taxco de alarcon-la cascada
san miguel totolapan-las tunas;100;san miguel totolapan-las tunas
pilcaya-santa teresa;100;pilcaya-santa teresa
san miguel totolapan-los guajes;100;san miguel totolapan-los guajes
atoyac de alvarez-corrales del rio chiquito;100;atoyac de alvarez-corrales del rio chiquito
atlamajalcingo del monte-san isidro labrador;100;atlamajalcingo del monte-san isidro labrador
coyuca de benitez-la remontita;100;coyuca de benitez-la remontita
zirandaro-laguna de san marcos (san marcos);100;zirandaro-laguna de san marcos (san marcos)
zirandaro-el timbiriche;100;zirandaro-el timbiriche
teloloapan-san francisco;100;teloloapan-san francisco
iguala de la independencia-tijeritas;100;iguala de la independencia-tijeritas
taxco de alarcon-san juan del monte;100;taxco de alarcon-san juan del monte
teloloapan-los aguajes;100;teloloapan-los aguajes
tecpan de galeana-puerto de vela;100;tecpan de galeana-puerto de vela
tlapa de comonfort-santa cruz tlalchichilco;100;tlapa de comonfort-santa cruz tlalchichilco
pungarabato-placeritos;100;pungarabato-placeritos
zihuatanejo de azueta-el coacoyul;100;zihuatanejo de azueta-el coacoyul
acapulco de juarez-huajintepec;100;acapulco de juarez-huajintepec
huitzuco de los figueroa-xilocintla;100;huitzuco de los figueroa-xilocintla
tecpan de galeana-rancho nuevo;100;tecpan de galeana-rancho nuevo
san marcos-el pacifico;100;san marcos-el pacifico
juan r. escudero-el zapote;100;juan r. escudero-el zapote
tetipac-santa cruz;100;tetipac-santa cruz
tetipac-san gabrielito;100;tetipac-san gabrielito
buenavista de cuellar-la estancia (la estancia de las vacas);100;buenavista de cuellar-la estancia (la estancia de las vacas)
juan r. escudero-chacalapa de bravos;100;juan r. escudero-chacalapa de bravos
ayutla de los libres-rancho nuevo;100;ayutla de los libres-rancho nuevo
atoyac de alvarez-rio del balsamo;100;atoyac de alvarez-rio del balsamo
atoyac de alvarez-plan del carrizo;100;atoyac de alvarez-plan del carrizo
cuetzala del progreso-michapa;100;cuetzala del progreso-michapa
general heliodoro castillo-coatepec del ocote;100;general heliodoro castillo-coatepec del ocote
petatlan-el zarquito;100;petatlan-el zarquito
teloloapan-el mirador;100;teloloapan-el mirador
teloloapan-ahuehuetla;100;teloloapan-ahuehuetla
cocula-el machito de las flores;100;cocula-el machito de las flores
ajuchitlan del progreso-el coyol;100;ajuchitlan del progreso-el coyol
xalpatlahuac-tlayahualco;100;xalpatlahuac-tlayahualco
iguala de la independencia-colonia el tomatal (kilometro 128);100;iguala de la independencia-colonia el tomatal (kilometro 128)
ayutla de los libres-quiahuitepec;100;ayutla de los libres-quiahuitepec
san luis acatlan-la parota;100;san luis acatlan-la parota
ayutla de los libres-ahuexutla;100;ayutla de los libres-ahuexutla
ayutla de los libres-ocote amarillo;100;ayutla de los libres-ocote amarillo
ayutla de los libres-vista alegre;100;ayutla de los libres-vista alegre
copanatoyac-plan de san miguel;100;copanatoyac-plan de san miguel
tlacoapa-cruz de gallo;100;tlacoapa-cruz de gallo
zihuatanejo de azueta-playa blanca;100;zihuatanejo de azueta-playa blanca
zihuatanejo de azueta-vista hermosa;100;zihuatanejo de azueta-vista hermosa
san luis acatlan-paraje ocotero santa cruz (paraje santa cruz);100;san luis acatlan-paraje ocotero santa cruz (paraje santa cruz)
san marcos-san miguel;100;san marcos-san miguel
coahuayutla de jose maria izazaga-puerto del carrizo (el puerto);100;coahuayutla de jose maria izazaga-puerto del carrizo (el puerto)
tecpan de galeana-la sombra;100;tecpan de galeana-la sombra
petatlan-el varillal;100;petatlan-el varillal
ajuchitlan del progreso-barranca honda;100;ajuchitlan del progreso-barranca honda
tecpan de galeana-las barrancas;100;tecpan de galeana-las barrancas
coyuca de catalan-la mesa;100;coyuca de catalan-la mesa
zirandaro-acuyan;100;zirandaro-acuyan
zirandaro-potrerillos;100;zirandaro-potrerillos
acapulco de juarez-campo rojo;100;acapulco de juarez-campo rojo
coyuca de catalan-limon escarbado;100;coyuca de catalan-limon escarbado
coyuca de catalan-el venado;100;coyuca de catalan-el venado
ajuchitlan del progreso-mesa de corrales;100;ajuchitlan del progreso-mesa de corrales
tecpan de galeana-el pital;100;tecpan de galeana-el pital
petatlan-las huertas;100;petatlan-las huertas
mochitlan-el naranjo;100;mochitlan-el naranjo
malinaltepec-union de las peras;100;malinaltepec-union de las peras
xalpatlahuac-la victoria (san martin la victoria);100;xalpatlahuac-la victoria (san martin la victoria)
tetipac-san andres;100;tetipac-san andres
olinala-las juntas;100;olinala-las juntas
chilapa de alvarez-el calvario;100;chilapa de alvarez-el calvario
chilapa de alvarez-calhuaxtitlan;100;chilapa de alvarez-calhuaxtitlan
atoyac de alvarez-san vicente de jesus;100;atoyac de alvarez-san vicente de jesus
apaxtla-xochitepec;100;apaxtla-xochitepec
teloloapan-atzizintla;100;teloloapan-atzizintla
teloloapan-yerbabuena;100;teloloapan-yerbabuena
teloloapan-las ceibas;100;teloloapan-las ceibas
pedro ascencio alquisiras-pata de res;100;pedro ascencio alquisiras-pata de res
eduardo neri-mezcala;100;eduardo neri-mezcala
san marcos-el guayabo;100;san marcos-el guayabo
acapulco de juarez-san jose cacahuatepec;100;acapulco de juarez-san jose cacahuatepec
coyuca de benitez-las pulgas;100;coyuca de benitez-las pulgas
ajuchitlan del progreso-el naranjo;100;ajuchitlan del progreso-el naranjo
ajuchitlan del progreso-el espiritu santo;100;ajuchitlan del progreso-el espiritu santo
ajuchitlan del progreso-caballos;100;ajuchitlan del progreso-caballos
ajuchitlan del progreso-pizotla;100;ajuchitlan del progreso-pizotla
coyuca de catalan-los organos;100;coyuca de catalan-los organos
quechultenango-mexcaltepec;100;quechultenango-mexcaltepec
mochitlan-tlapacholapa;100;mochitlan-tlapacholapa
cutzamala de pinzon-el timbinal;100;cutzamala de pinzon-el timbinal
atoyac de alvarez-el huicon;100;atoyac de alvarez-el huicon
atoyac de alvarez-los llanos de zintapala;100;atoyac de alvarez-los llanos de zintapala
coyuca de catalan-guajes de ayala;100;coyuca de catalan-guajes de ayala
coyuca de catalan-cruz agua fria (la cruz);100;coyuca de catalan-cruz agua fria (la cruz)
coyuca de catalan-agua fria;100;coyuca de catalan-agua fria
tecpan de galeana-el ojo de agua;100;tecpan de galeana-el ojo de agua
ixcateopan de cuauhtemoc-el potrero;100;ixcateopan de cuauhtemoc-el potrero
cutzamala de pinzon-la comunidad;100;cutzamala de pinzon-la comunidad
iguala de la independencia-tuxpan;100;iguala de la independencia-tuxpan
teloloapan-el zapote;100;teloloapan-el zapote
cuajinicuilapa-tejas crudas;100;cuajinicuilapa-tejas crudas
ixcateopan de cuauhtemoc-el puente;100;ixcateopan de cuauhtemoc-el puente
ixcateopan de cuauhtemoc-el puente (puente delgado);100;ixcateopan de cuauhtemoc-el puente (puente delgado)
atoyac de alvarez-las parotas;100;atoyac de alvarez-las parotas
coahuayutla de jose maria izazaga-barrio de guzman (el limon);100;coahuayutla de jose maria izazaga-barrio de guzman (el limon)
tecpan de galeana-el valle;100;tecpan de galeana-el valle
petatlan-el zapotillal;100;petatlan-el zapotillal
coyuca de catalan-arroyo grande;100;coyuca de catalan-arroyo grande
arcelia-palapa;100;arcelia-palapa
coyuca de catalan-hacienda de dolores;100;coyuca de catalan-hacienda de dolores
teloloapan-liberal guerrero;100;teloloapan-liberal guerrero
apaxtla-nejapa;100;apaxtla-nejapa
cuetzala del progreso-tomixtlahuacan;100;cuetzala del progreso-tomixtlahuacan
cocula-nuevo balsas;100;cocula-nuevo balsas
apaxtla-tepoxtepec (tepoztepec);100;apaxtla-tepoxtepec (tepoztepec)
cocula-la fundicion;100;cocula-la fundicion
ayutla de los libres-cuanacazapa;100;ayutla de los libres-cuanacazapa
coyuca de catalan-el raton;100;coyuca de catalan-el raton
zihuatanejo de azueta-san antonio (la curva);100;zihuatanejo de azueta-san antonio (la curva)
tlalchapa-el chucumpun;100;tlalchapa-el chucumpun
coyuca de catalan-el jabali;100;coyuca de catalan-el jabali
san miguel totolapan-buenavista del salto (el salto);100;san miguel totolapan-buenavista del salto (el salto)
zihuatanejo de azueta-real de guadalupe (el mineral de guadalupe);100;zihuatanejo de azueta-real de guadalupe (el mineral de guadalupe)
ajuchitlan del progreso-colonia hidalgo (llano grande);100;ajuchitlan del progreso-colonia hidalgo (llano grande)
zirandaro-el chorrillo;100;zirandaro-el chorrillo
zirandaro-carachurio el viejo (carachurio viejo);100;zirandaro-carachurio el viejo (carachurio viejo)
coyuca de catalan-san isidro;100;coyuca de catalan-san isidro
san miguel totolapan-las hebillas (las habillas);100;san miguel totolapan-las hebillas (las habillas)
coyuca de catalan-el campamento (el sobaco);100;coyuca de catalan-el campamento (el sobaco)
coyuca de catalan-pueblo nuevo (el ciruelo);100;coyuca de catalan-pueblo nuevo (el ciruelo)
coyuca de catalan-quiriricuaro;100;coyuca de catalan-quiriricuaro
coyuca de catalan-rio frio de los fresnos;100;coyuca de catalan-rio frio de los fresnos
atoyac de alvarez-colonia cuauhtemoc;100;atoyac de alvarez-colonia cuauhtemoc
coyuca de benitez-carrera larga;100;coyuca de benitez-carrera larga
marquelia-barra de tecoanapa;100;marquelia-barra de tecoanapa
coyuca de benitez-el cayaco;100;coyuca de benitez-el cayaco
copalillo-tetlajco;100;copalillo-tetlajco
arcelia-la parota campo morado;100;arcelia-la parota campo morado
acapulco de juarez-el cerrito (colonia el cerrito);100;acapulco de juarez-el cerrito (colonia el cerrito)
coyuca de benitez-la felicidad de rosales;100;coyuca de benitez-la felicidad de rosales
tecoanapa-la perseverancia;100;tecoanapa-la perseverancia
acapulco de juarez-rancho las marias;100;acapulco de juarez-rancho las marias
arcelia-paraje suriano;100;arcelia-paraje suriano
general heliodoro castillo-la primavera;100;general heliodoro castillo-la primavera
atoyac de alvarez-agua fria;100;atoyac de alvarez-agua fria
general heliodoro castillo-derrumbado;100;general heliodoro castillo-derrumbado
acapulco de juarez-parotillas;100;acapulco de juarez-parotillas
cutzamala de pinzon-zirandanganguio;100;cutzamala de pinzon-zirandanganguio
san luis acatlan-plan de iguala;100;san luis acatlan-plan de iguala
leonardo bravo-la soledad;100;leonardo bravo-la soledad
cochoapa el grande-barranca ceniza;100;cochoapa el grande-barranca ceniza
tlacoapa-san miguel buenavista;100;tlacoapa-san miguel buenavista
cochoapa el grande-nueva jerusalen;100;cochoapa el grande-nueva jerusalen
ajuchitlan del progreso-el aserradero del ejido de cuatro cruces;100;ajuchitlan del progreso-el aserradero del ejido de cuatro cruces
acapulco de juarez-loma larga;100;acapulco de juarez-loma larga
atoyac de alvarez-cerro prieto de los blancos;100;atoyac de alvarez-cerro prieto de los blancos
quechultenango-tolixtlahuaca;100;quechultenango-tolixtlahuaca
ayutla de los libres-barranca de guadalupe;100;ayutla de los libres-barranca de guadalupe
xochistlahuaca-el santiago;100;xochistlahuaca-el santiago
ayutla de los libres-colonia la esperanza;100;ayutla de los libres-colonia la esperanza
jose joaquin de herrera-ocotitos ll;100;jose joaquin de herrera-ocotitos ll
jose joaquin de herrera-el barzamo;100;jose joaquin de herrera-el barzamo
san luis acatlan-llano de maguey;100;san luis acatlan-llano de maguey
chilapa de alvarez-san marcos;100;chilapa de alvarez-san marcos
ahuacuotzingo-zapotitlan;100;ahuacuotzingo-zapotitlan
acatepec-rio azul;100;acatepec-rio azul
acatepec-colonia cerro el tabaco;100;acatepec-colonia cerro el tabaco
teloloapan-huerta grande sur;100;teloloapan-huerta grande sur
xochistlahuaca-loma nanche del zorro;100;xochistlahuaca-loma nanche del zorro
coahuayutla de jose maria izazaga-la vainilla;100;coahuayutla de jose maria izazaga-la vainilla
juchitan-el ranchito;100;juchitan-el ranchito
juchitan-el rincon;100;juchitan-el rincon
arcelia-san andres;100;arcelia-san andres
chilapa de alvarez-chacaltla;100;chilapa de alvarez-chacaltla
san luis acatlan-arroyo hoja de venado;100;san luis acatlan-arroyo hoja de venado
san luis acatlan-arroyo faisan;100;san luis acatlan-arroyo faisan
tlacoachistlahuaca-san isidro;100;tlacoachistlahuaca-san isidro
zirandaro-la malinche;100;zirandaro-la malinche
zirandaro-los alacranes;100;zirandaro-los alacranes
cutzamala de pinzon-arcelia de los libres (chumbitaro);100;cutzamala de pinzon-arcelia de los libres (chumbitaro)
tecpan de galeana-buena vista de juarez;100;tecpan de galeana-buena vista de juarez
ayutla de los libres-colonia del valle;100;ayutla de los libres-colonia del valle
teloloapan-rio de zayulapa (sayulapan);100;teloloapan-rio de zayulapa (sayulapan)
benito juarez-los organos;100;benito juarez-los organos
tecpan de galeana-monte verde;100;tecpan de galeana-monte verde
atoyac de alvarez-colonia miranda fonseca;100;atoyac de alvarez-colonia miranda fonseca
atoyac de alvarez-corral falso;100;atoyac de alvarez-corral falso
taxco de alarcon-san juan de dios (naranjas de dios);100;taxco de alarcon-san juan de dios (naranjas de dios)
marquelia-el capulin chocolate;100;marquelia-el capulin chocolate
cuajinicuilapa-el tamale;100;cuajinicuilapa-el tamale
azoyu-el arenal (la plataforma);100;azoyu-el arenal (la plataforma)
san miguel totolapan-puerto alegre;100;san miguel totolapan-puerto alegre
cutzamala de pinzon-loma bonita;100;cutzamala de pinzon-loma bonita
tetipac-tecoanapa;100;tetipac-tecoanapa
tetipac-los ayles;100;tetipac-los ayles
cutzamala de pinzon-camutla;100;cutzamala de pinzon-camutla
atoyac de alvarez-el iris (puerto el iris);100;atoyac de alvarez-el iris (puerto el iris)
petatlan-el parotal;100;petatlan-el parotal
alpoyeca-tecoyo;100;alpoyeca-tecoyo
cuajinicuilapa-tierra colorada;100;cuajinicuilapa-tierra colorada
cutzamala de pinzon-vista hermosa del carmen (la cantina);100;cutzamala de pinzon-vista hermosa del carmen (la cantina)
xochistlahuaca-la soledad;100;xochistlahuaca-la soledad
metlatonoc-colonia jardin de los hilarios;100;metlatonoc-colonia jardin de los hilarios
ayutla de los libres-tecomulapa (rancho viejo);100;ayutla de los libres-tecomulapa (rancho viejo)
buenavista de cuellar-agua bendita;100;buenavista de cuellar-agua bendita
tecpan de galeana-el guayabillo;100;tecpan de galeana-el guayabillo
petatlan-la botella;100;petatlan-la botella
tecoanapa-la colonia de rio nexpa (la colonia);100;tecoanapa-la colonia de rio nexpa (la colonia)
acapulco de juarez-el salto;100;acapulco de juarez-el salto
san miguel totolapan-la mina;100;san miguel totolapan-la mina
zapotitlan tablas-tecualtepec;100;zapotitlan tablas-tecualtepec
malinaltepec-la cienega;100;malinaltepec-la cienega
buenavista de cuellar-venta de la negra;100;buenavista de cuellar-venta de la negra
petatlan-el anonal;100;petatlan-el anonal
general heliodoro castillo-tlanipatl;100;general heliodoro castillo-tlanipatl
cutzamala de pinzon-tirinchicua;100;cutzamala de pinzon-tirinchicua
cutzamala de pinzon-el tule;100;cutzamala de pinzon-el tule
cutzamala de pinzon-pungarancho;100;cutzamala de pinzon-pungarancho
cutzamala de pinzon-limon de pungarancho;100;cutzamala de pinzon-limon de pungarancho
tecoanapa-san juan las palmas;100;tecoanapa-san juan las palmas
florencio villarreal-el porvenir;100;florencio villarreal-el porvenir
teloloapan-rincon parotas;100;teloloapan-rincon parotas
teloloapan-loma zocote;100;teloloapan-loma zocote
tetipac-san antonio;100;tetipac-san antonio
atoyac de alvarez-piedra parada;100;atoyac de alvarez-piedra parada
petatlan-murga;100;petatlan-murga
teloloapan-rincon del sauce;100;teloloapan-rincon del sauce
coyuca de catalan-piedra parada;100;coyuca de catalan-piedra parada
arcelia-el amate;100;arcelia-el amate
taxco de alarcon-el ojo de agua;100;taxco de alarcon-el ojo de agua
cutzamala de pinzon-las juntas del rosario;100;cutzamala de pinzon-las juntas del rosario
tecoanapa-el charco;100;tecoanapa-el charco
pilcaya-crucero de grutas (grutas de cacahuamilpa);100;pilcaya-crucero de grutas (grutas de cacahuamilpa)
ayutla de los libres-la guadalupe;100;ayutla de los libres-la guadalupe
taxco de alarcon-los membrillos;100;taxco de alarcon-los membrillos
tlapa de comonfort-tenexteyo;100;tlapa de comonfort-tenexteyo
malinaltepec-llano pantanoso;100;malinaltepec-llano pantanoso
pedro ascencio alquisiras-la campana;100;pedro ascencio alquisiras-la campana
pedro ascencio alquisiras-el limon;100;pedro ascencio alquisiras-el limon
tlapehuala-el limon de guadalupe;100;tlapehuala-el limon de guadalupe
zapotitlan tablas-san marcos;100;zapotitlan tablas-san marcos
pedro ascencio alquisiras-cruz alta;100;pedro ascencio alquisiras-cruz alta
tetipac-pezuapa;100;tetipac-pezuapa
coyuca de catalan-los pozos;100;coyuca de catalan-los pozos
arcelia-el ushe;100;arcelia-el ushe
acatepec-vista hermosa;100;acatepec-vista hermosa
arcelia-el terrerito;100;arcelia-el terrerito
tlacoapa-la magueyera;100;tlacoapa-la magueyera
cutzamala de pinzon-las juntas;100;cutzamala de pinzon-las juntas
pedro ascencio alquisiras-agua del monte;100;pedro ascencio alquisiras-agua del monte
malinaltepec-llano majahua;100;malinaltepec-llano majahua
alpoyeca-ixcateopan;100;alpoyeca-ixcateopan
malinaltepec-tapayoltepec;100;malinaltepec-tapayoltepec
coyuca de catalan-la canita;100;coyuca de catalan-la canita
coyuca de catalan-pineda;100;coyuca de catalan-pineda
arcelia-rincon del cerro;100;arcelia-rincon del cerro
malinaltepec-colonia natividad;100;malinaltepec-colonia natividad
san miguel totolapan-la hacienda de las palmas;100;san miguel totolapan-la hacienda de las palmas
ixcateopan de cuauhtemoc-san pedro guadalupe;100;ixcateopan de cuauhtemoc-san pedro guadalupe
coyuca de benitez-los cimientos;100;coyuca de benitez-los cimientos
chilapa de alvarez-tepozcuautla;100;chilapa de alvarez-tepozcuautla
coahuayutla de jose maria izazaga-valle nuevo;100;coahuayutla de jose maria izazaga-valle nuevo
arcelia-azizintla;100;arcelia-azizintla
petatlan-el jilguerito;100;petatlan-el jilguerito
arcelia-zumpango;100;arcelia-zumpango
ahuacuotzingo-tsonteconcuicuilco;100;ahuacuotzingo-tsonteconcuicuilco
la union de isidoro montes de oca-coyuquilla;100;la union de isidoro montes de oca-coyuquilla
coahuayutla de jose maria izazaga-la haciendita;100;coahuayutla de jose maria izazaga-la haciendita
petatlan-el limon;100;petatlan-el limon
zirandaro-la parotita (la parota del barco);100;zirandaro-la parotita (la parota del barco)
ahuacuotzingo-naranjastitlan;100;ahuacuotzingo-naranjastitlan
ahuacuotzingo-zacualpa;100;ahuacuotzingo-zacualpa
san marcos-san juan chico;100;san marcos-san juan chico
cocula-apango;100;cocula-apango
malinaltepec-colonia capilla del sauce;100;malinaltepec-colonia capilla del sauce
arcelia-buenos aires;100;arcelia-buenos aires
la union de isidoro montes de oca-el naranjito;100;la union de isidoro montes de oca-el naranjito
coyuca de catalan-san pedro;100;coyuca de catalan-san pedro
tepecoacuilco de trujano-santa cruz;100;tepecoacuilco de trujano-santa cruz
petatlan-la palma;100;petatlan-la palma
tetipac-el jicarero;100;tetipac-el jicarero
general canuto a. neri-huey-cal (filo hueycalli);100;general canuto a. neri-huey-cal (filo hueycalli)
alcozauca de guerrero-amapilca;100;alcozauca de guerrero-amapilca
ahuacuotzingo-loma hermosa;100;ahuacuotzingo-loma hermosa
arcelia-tulatengo;100;arcelia-tulatengo
ahuacuotzingo-tlalixtac;100;ahuacuotzingo-tlalixtac
buenavista de cuellar-san lucas;100;buenavista de cuellar-san lucas
taxco de alarcon-coamazac;100;taxco de alarcon-coamazac
san marcos-ocotillo;100;san marcos-ocotillo
tecpan de galeana-el alacran;100;tecpan de galeana-el alacran
chilapa de alvarez-coamacingo (coamancin);100;chilapa de alvarez-coamacingo (coamancin)
chilapa de alvarez-colonia cojtenco;100;chilapa de alvarez-colonia cojtenco
metlatonoc-tehuixtepec;100;metlatonoc-tehuixtepec
copanatoyac-tenexcalcingo;100;copanatoyac-tenexcalcingo
xochistlahuaca-arroyo parotas;100;xochistlahuaca-arroyo parotas
xochistlahuaca-san marcos;100;xochistlahuaca-san marcos
ayutla de los libres-arroyo ocotlan;100;ayutla de los libres-arroyo ocotlan
xochihuehuetlan-xocotitla;100;xochihuehuetlan-xocotitla
xochihuehuetlan-tehuaxtitlan;100;xochihuehuetlan-tehuaxtitlan
arcelia-los ladrillos;100;arcelia-los ladrillos
taxco de alarcon-el aguacate;100;taxco de alarcon-el aguacate
taxco de alarcon-el horconcito;100;taxco de alarcon-el horconcito
apaxtla-trapichal;100;apaxtla-trapichal
petatlan-las mesas;100;petatlan-las mesas
pedro ascencio alquisiras-san pedro atengo;100;pedro ascencio alquisiras-san pedro atengo
taxco de alarcon-el ancon;100;taxco de alarcon-el ancon
tetipac-ixtlahuaca;100;tetipac-ixtlahuaca
pedro ascencio alquisiras-pena del chivo;100;pedro ascencio alquisiras-pena del chivo
pedro ascencio alquisiras-cirian grande;100;pedro ascencio alquisiras-cirian grande
taxco de alarcon-la presa;100;taxco de alarcon-la presa
taxco de alarcon-san miguel guerrero (san miguel);100;taxco de alarcon-san miguel guerrero (san miguel)
general heliodoro castillo-el carrizal;100;general heliodoro castillo-el carrizal
teloloapan-carrizal de leon;100;teloloapan-carrizal de leon
tetipac-santiago;100;tetipac-santiago
eduardo neri-tenantla;100;eduardo neri-tenantla
pilcaya-nombre de dios;100;pilcaya-nombre de dios
pedro ascencio alquisiras-chicahuaca;100;pedro ascencio alquisiras-chicahuaca
taxco de alarcon-san sebastian;100;taxco de alarcon-san sebastian
general heliodoro castillo-el amate;100;general heliodoro castillo-el amate
pedro ascencio alquisiras-pericones;100;pedro ascencio alquisiras-pericones
pilcaya-santa maria;100;pilcaya-santa maria
tetipac-palos verdes;100;tetipac-palos verdes
pedro ascencio alquisiras-tejocotes;100;pedro ascencio alquisiras-tejocotes
general heliodoro castillo-colonia guerrero (el rincon);100;general heliodoro castillo-colonia guerrero (el rincon)
cuetzala del progreso-san luis;100;cuetzala del progreso-san luis
taxco de alarcon-los yautles;100;taxco de alarcon-los yautles
taxco de alarcon-los naranjos;100;taxco de alarcon-los naranjos
florencio villarreal-huerta grande;100;florencio villarreal-huerta grande
general heliodoro castillo-las mesas (anonos);100;general heliodoro castillo-las mesas (anonos)
teloloapan-el arenal;100;teloloapan-el arenal
petatlan-san jose de los olivos;100;petatlan-san jose de los olivos
petatlan-rincon del refugio;100;petatlan-rincon del refugio
arcelia-el potrerillo;100;arcelia-el potrerillo
ixcateopan de cuauhtemoc-zozoquitla;100;ixcateopan de cuauhtemoc-zozoquitla
taxco de alarcon-minas viejas;100;taxco de alarcon-minas viejas
san miguel totolapan-santo tomas (cuadrilla de santo tomas);100;san miguel totolapan-santo tomas (cuadrilla de santo tomas)
teloloapan-nueva senda;100;teloloapan-nueva senda
petatlan-la morena;100;petatlan-la morena
san miguel totolapan-santa maria sur;100;san miguel totolapan-santa maria sur
coyuca de catalan-las mesas de pineda;100;coyuca de catalan-las mesas de pineda
arcelia-la solana (la huerta);100;arcelia-la solana (la huerta)
pedro ascencio alquisiras-atotonilco;100;pedro ascencio alquisiras-atotonilco
teloloapan-los sabinos;100;teloloapan-los sabinos
tecpan de galeana-la llave;100;tecpan de galeana-la llave
san marcos-la union (arroyo de la union);100;san marcos-la union (arroyo de la union)
san marcos-anahuac;100;san marcos-anahuac
eduardo neri-venta vieja;100;eduardo neri-venta vieja
ajuchitlan del progreso-las mesas;100;ajuchitlan del progreso-las mesas
san marcos-arroyo de limon;100;san marcos-arroyo de limon
acapulco de juarez-los ilamos;100;acapulco de juarez-los ilamos
san marcos-bella vista;100;san marcos-bella vista
san marcos-piedra parada;100;san marcos-piedra parada
general canuto a. neri-los mangos;100;general canuto a. neri-los mangos
jose joaquin de herrera-cacahuatla;100;jose joaquin de herrera-cacahuatla
jose joaquin de herrera-ahuacosijtic;100;jose joaquin de herrera-ahuacosijtic
pungarabato-chacamerito;100;pungarabato-chacamerito
atoyac de alvarez-colonia central;100;atoyac de alvarez-colonia central
quechultenango-pinolapa;100;quechultenango-pinolapa
tecoanapa-el techale (tlaltechale);100;tecoanapa-el techale (tlaltechale)
tlapa de comonfort-totomochapa;100;tlapa de comonfort-totomochapa
